--- scanner 0 ---
-444,-602,-645
498,424,363
-24,38,-24
-423,-383,364
-519,745,526
445,-595,-502
507,452,426
-524,483,-581
-391,-563,-703
577,-481,392
38,-90,-140
-458,570,-446
660,-601,384
-452,749,498
479,-537,409

--- scanner 11 ---
737,747,-445
-441,-754,-682
887,-526,-511
402,653,561
401,750,649
-471,705,-898
-620,623,650
24,-155,0
-616,696,-793
422,-722,482
-628,725,758
971,-538,-553
-552,619,805
-616,-618,290
914,-463,-531
509,-738,369
475,792,637
667,636,-350
-510,-732,-718
-444,-867,-631
-560,-570,267
152,-10,-36
-481,720,-786
794,794,-340
-637,-517,363
427,-757,496

--- scanner 12 ---
393,689,-866
-563,827,-867
-478,-639,527
590,-774,722
658,-790,-796
595,668,-818
-547,-710,-894
-113,-47,-89
-551,-831,-753
499,772,-905
766,-828,-729
-414,458,251
-544,700,-949
590,-786,-747
-349,456,272
764,544,487
513,-732,593
-538,-777,-939
-579,714,-954
677,554,389
629,487,501
-548,-558,508
-454,435,379
-646,-614,473
40,84,-35
520,-631,652

--- scanner 13 ---
851,779,473
-577,-836,-725
889,-776,-863
14,-23,30
-322,-965,370
924,640,549
-479,467,-834
-523,-668,-700
-429,-860,349
45,-160,-146
904,-735,628
-671,485,609
899,-770,614
569,400,-668
468,411,-651
-635,615,554
817,-751,741
703,-763,-917
603,268,-648
-727,649,633
925,737,461
-327,388,-843
-558,-766,-644
-532,417,-823
844,-767,-796
-301,-900,372

--- scanner 14 ---
790,415,-867
-602,757,-746
717,772,764
-468,544,536
-547,852,-733
146,141,53
778,595,805
919,-539,-700
-1,-35,47
794,467,-747
662,-669,856
-819,-430,-831
-560,604,-733
-606,-253,501
964,-643,-633
832,-556,-707
-364,452,555
637,-765,774
-648,-337,489
808,704,774
-312,544,589
820,522,-733
601,-737,886
-714,-487,-784
-809,-557,-673
-628,-310,426

--- scanner 15 ---
631,-685,-788
-733,-794,-800
-640,667,-534
520,-405,585
-684,761,-523
508,-598,673
-470,727,594
105,-2,-71
544,696,-618
-710,723,-651
508,-674,-705
-768,-612,668
-663,-628,-771
585,599,-563
573,724,-644
-30,-39,63
583,-483,635
-436,629,595
681,-703,-617
807,470,423
-761,-689,467
-410,695,451
-646,-811,-697
829,451,315
781,425,509
-833,-576,561

--- scanner 16 ---
732,498,-660
348,628,698
-660,-420,-471
-726,-402,-476
625,-473,-723
647,492,-532
-656,-460,-426
-781,589,707
436,-428,603
-680,-640,608
-550,603,-721
376,-427,706
-808,728,582
639,-511,-653
469,598,641
-495,805,-757
621,-277,-677
758,466,-564
-95,80,-6
430,535,716
-799,-654,461
-810,768,624
512,-517,693
-406,671,-787
-811,-647,695

--- scanner 17 ---
637,452,399
-794,570,-449
499,-804,497
-676,791,683
-708,-503,345
483,-876,498
543,-532,-830
540,-946,583
-617,-741,-607
-911,-513,374
758,340,-481
-123,-95,59
800,524,-461
542,-632,-881
-478,772,693
-549,-783,-557
-649,816,639
701,440,392
605,-570,-749
-498,-638,-585
-781,-490,409
602,441,-462
-750,500,-600
-108,27,-126
-856,415,-520
585,310,430

--- scanner 18 ---
-828,474,-453
617,664,823
840,-263,778
616,-655,-732
11,-15,15
-806,513,-423
-428,-757,439
-358,-643,-665
553,845,798
691,725,-400
703,-319,778
497,747,815
409,-696,-751
-403,-517,-769
-319,783,892
-501,-646,387
-392,-718,-723
-436,817,781
600,-673,-799
120,119,133
761,-253,947
725,727,-514
654,609,-522
-538,-834,372
-674,484,-356
-408,826,844

--- scanner 19 ---
-453,634,-387
-523,-689,859
795,-756,731
529,-352,-560
-80,98,145
799,-769,943
-411,-591,871
537,-340,-561
718,-788,809
-122,-62,17
-578,-509,881
-631,517,880
496,875,787
-535,-423,-554
-449,804,-436
638,718,-482
-427,-463,-428
688,660,-552
505,758,835
-671,399,938
670,-349,-569
-459,707,-279
-381,-460,-578
643,700,-548
487,780,923
-679,514,849

--- scanner 20 ---
801,-761,-969
107,-65,-68
-378,-403,522
-29,-119,-181
-598,-728,-752
-450,307,-695
-505,735,695
759,644,-524
818,433,671
666,-692,513
791,-858,-815
-404,444,-696
885,644,-600
-561,357,-698
783,351,505
762,-791,-947
-444,-547,590
550,-814,550
-601,761,727
-608,-608,-688
816,599,-609
-408,-492,388
-633,650,701
-583,-776,-605
548,-700,584
824,362,664

--- scanner 21 ---
278,-737,-669
480,727,642
-161,-60,-4
-965,417,357
389,737,574
-886,567,354
-430,-585,-594
-22,68,-97
535,819,-799
-604,439,-573
-448,-506,-590
-464,510,-614
-718,-356,410
-617,-346,460
407,-904,285
560,737,-895
-631,512,-536
-559,-430,467
-471,-431,-605
377,-770,392
-938,558,446
365,-744,-686
233,-670,-773
596,849,-867
403,-784,337
419,768,465

--- scanner 22 ---
655,436,709
664,319,661
-637,-680,552
-57,-47,25
833,-597,-928
522,476,-608
472,534,-678
529,-860,747
739,-861,726
-689,624,646
641,-884,681
803,-731,-839
-415,728,-535
517,494,-674
-41,81,-154
767,-529,-784
-536,-654,-526
-505,-733,519
-605,729,604
-628,593,497
673,414,797
-649,721,-523
-518,-584,492
-661,-515,-553
-562,714,-654
-578,-694,-524

--- scanner 23 ---
461,-708,682
339,-592,-827
451,-628,-855
-886,521,858
-480,-857,287
736,657,-427
689,477,454
-871,484,670
-435,-634,-640
724,615,-343
369,-653,-759
-99,-152,52
28,-34,-83
636,321,454
-311,-778,277
-443,-514,-723
-819,411,781
670,373,362
420,-769,505
-477,419,-793
451,-799,614
-414,391,-802
-366,302,-759
799,637,-400
-480,-720,343
-460,-570,-821

--- scanner 24 ---
-523,788,-642
-581,566,609
440,-592,639
510,-542,-433
0,2,135
-829,-552,477
-530,794,-713
428,-673,514
636,480,813
276,-518,-451
-493,-663,-425
399,-647,542
434,592,-326
684,286,787
-180,-45,48
-785,-563,571
472,-472,-447
-615,565,511
-555,422,543
286,490,-343
-467,-631,-314
303,695,-338
-499,-535,-340
662,394,768
-689,753,-724
-855,-680,515

--- scanner 25 ---
845,-399,526
-573,-842,-499
675,387,-313
914,-417,-609
-551,654,814
909,-412,599
643,335,-467
-641,-418,495
187,-53,3
643,358,-521
880,-422,396
-623,-832,-600
571,882,631
-436,670,697
779,-473,-685
65,115,109
-696,-404,521
561,863,829
841,-475,-767
-566,-758,-441
-751,453,-439
-476,699,838
-763,379,-341
-748,-284,525
615,907,658
-757,632,-371

--- scanner 26 ---
530,-663,789
517,-718,694
-318,-762,-485
-558,502,664
432,-935,-493
-646,-363,610
630,848,-706
-316,487,-633
-249,325,-650
556,716,-619
-635,-409,719
125,2,85
-227,-736,-409
-587,361,624
530,-676,541
530,704,459
516,678,404
51,-105,-37
396,674,352
590,-925,-620
479,-830,-550
563,803,-602
-542,385,549
-362,-726,-559
-648,-376,838
-237,503,-547

--- scanner 27 ---
-361,804,-629
959,711,-800
-758,404,620
840,-722,446
885,-564,-354
-373,888,-587
870,-554,-242
-445,-460,624
828,602,938
91,86,147
-728,472,681
23,-97,60
-443,-522,819
-646,376,656
801,584,-790
-589,-524,-458
-503,-513,663
-567,-593,-422
769,-674,552
761,498,983
-702,-527,-509
861,-699,-347
-298,831,-609
835,585,851
751,-557,453
912,654,-695

--- scanner 28 ---
-379,-558,668
421,762,670
-554,-463,641
422,-377,480
-835,731,632
736,955,-608
436,-496,627
-393,-537,-425
-832,841,-377
-67,163,-58
-813,975,-296
656,-516,-452
-800,763,-300
-96,29,102
-384,-529,-558
616,-520,-407
-533,-589,572
429,-365,714
-762,769,781
557,655,693
-396,-528,-566
831,819,-599
526,804,754
714,867,-590
674,-450,-457
-778,897,641

--- scanner 29 ---
474,-238,-657
698,-630,853
-473,-517,463
761,870,-677
714,-648,920
-623,720,-750
-744,-476,-371
89,32,154
697,689,-702
553,-228,-826
611,-294,-657
-741,680,-808
-506,898,517
905,-671,872
817,772,-694
660,634,643
-527,-550,-377
-433,892,409
-493,-429,652
-626,672,-719
159,185,37
589,752,635
623,750,521
-491,-489,-339
-336,902,566
-501,-619,587

--- scanner 30 ---
891,-409,-513
-336,-716,-416
780,366,-496
917,-377,-609
-497,549,-747
-544,-520,540
507,-599,775
-501,509,-702
518,-440,816
798,600,-520
-770,502,400
-391,-514,-452
893,393,717
806,-403,-641
589,-433,810
905,524,614
888,376,512
-567,491,-697
-536,-591,658
-247,-582,-386
-658,-554,542
-662,575,394
-613,405,390
784,562,-450
76,25,-32

--- scanner 31 ---
458,-655,504
925,-418,-428
547,692,-375
-762,646,-526
688,806,722
-690,367,770
680,815,589
-824,386,851
410,-553,437
697,695,-329
8,-81,24
673,732,-483
679,803,581
737,-429,-467
-740,466,-471
133,34,-66
-612,399,847
-345,-873,453
-314,-794,372
-752,564,-359
383,-725,408
-294,-813,466
-764,-716,-387
799,-430,-551
-767,-723,-316
-670,-591,-346

--- scanner 32 ---
477,-557,-581
64,-148,-59
-255,-529,361
-741,376,400
-260,-601,309
-34,-25,-150
657,646,-957
552,372,324
835,-622,472
539,-486,-736
-659,438,398
784,-594,617
-254,-568,328
-287,542,-462
583,-637,-666
-516,-618,-533
855,656,-938
422,337,347
716,-644,575
625,308,337
-441,574,-410
684,602,-982
-583,303,342
-495,574,-433
-656,-716,-477
-607,-531,-491

--- scanner 33 ---
-489,313,414
782,-641,460
820,-767,-836
796,543,704
-440,317,584
771,443,-739
-558,463,-511
-566,581,-582
-601,-779,518
-855,-463,-573
-711,-529,-505
779,526,-619
754,-655,-860
87,-27,112
827,495,701
799,-557,-837
-605,-824,558
885,535,819
-535,-774,500
734,-632,343
-332,323,511
-444,465,-545
754,345,-683
870,-623,438
-56,-111,29
-766,-493,-707

--- scanner 34 ---
717,-503,754
567,-695,-573
428,362,877
826,675,-390
-379,-559,876
-509,-495,-689
-533,343,831
25,-25,78
631,-685,-453
749,-655,714
-711,-531,-634
-597,524,856
694,704,-323
-356,-657,831
-671,463,-367
848,714,-420
-643,-465,-778
456,371,814
484,-670,-405
-380,-769,897
753,-588,742
-477,441,848
-634,579,-489
-108,-172,116
339,405,925
-705,461,-481

--- scanner 35 ---
-639,-333,647
749,-750,-732
-668,-338,-579
-681,702,-473
707,-872,-635
600,845,-679
618,611,-655
415,694,601
-128,-95,-57
-660,-347,-446
604,649,-725
556,-768,-676
491,605,691
-734,-508,620
488,-496,449
-701,482,606
355,695,704
-72,58,84
-820,468,459
-747,720,-478
501,-522,629
-677,662,-428
-608,-487,551
-832,475,693
-669,-350,-587
510,-659,534

--- scanner 36 ---
721,-680,490
134,180,57
521,-218,-432
-679,864,598
556,579,-570
-811,-395,-219
-670,-787,682
-713,639,-478
-653,-522,-229
-515,808,622
446,-275,-410
-767,-788,770
-645,772,677
-713,887,-491
740,-762,617
575,487,-674
-726,792,-436
-42,6,0
-764,-452,-324
509,-302,-390
705,-767,603
870,438,859
935,459,861
830,566,882
609,579,-726
-809,-714,758

